false_id,group,control_id,design_distance,max_standardized_gap
zh_ja_002,true_friend,true_002229,1.7890557100713451,0.9695808101328828
zh_ja_002,true_friend,true_000550,1.8030121823505951,1.089849745351651
zh_ja_002,true_friend,true_002712,1.8301948943988537,0.9881304357854969
zh_ja_002,true_friend,true_000529,1.8559206774641108,1.1169793579412763
zh_ja_002,true_friend,true_001587,2.008208040061172,1.0204502776253639
zh_ja_002,true_friend,true_004133,2.0827280519896094,1.1307692265578357
zh_ja_002,true_friend,true_005835,2.124692757367898,1.0843995902801975
zh_ja_002,true_friend,true_002261,2.254160232383337,1.1625063950417607
zh_ja_002,true_friend,true_003250,2.328617588859899,1.1334437351657165
zh_ja_002,true_friend,true_000884,2.360378938307451,1.2135084382571897
zh_ja_002,true_friend,true_006193,2.3610020899893915,1.2496943746698934
zh_ja_002,true_friend,true_001721,2.397907883435428,1.1445590951743945
zh_ja_002,true_friend,true_001229,2.410157332605972,1.1859287010240716
zh_ja_002,true_friend,true_006614,2.4245212633937525,1.2686679127234255
zh_ja_002,true_friend,true_002279,2.4356262070869574,1.3078196944219809
zh_ja_002,true_friend,true_003914,2.4392887277823103,1.1043810752896726
zh_ja_002,true_friend,true_002861,2.4752639873499573,1.2247336549046934
zh_ja_002,true_friend,true_006030,2.487401451471454,1.3223510243600032
zh_ja_002,true_friend,true_005826,2.5021232102187394,1.2119760126661028
zh_ja_002,true_friend,true_006439,2.5161271662716596,1.235163044731871
zh_ja_002,true_friend,true_004678,2.6097509991165313,1.3238273871896615
zh_ja_002,true_friend,true_000778,2.6652384530519706,1.2757642238590559
zh_ja_002,true_friend,true_006563,2.7140335240705236,1.3514071244227794
zh_ja_002,true_friend,true_005703,2.7471707188675665,1.1992183704275123
zh_ja_002,true_friend,true_006441,2.7682297086540038,1.3804763441120906
zh_ja_002,true_friend,true_003858,2.7728883021023734,1.3100375185731021
zh_ja_002,true_friend,true_006496,2.7840920808612992,1.3238273871896615
zh_ja_003,true_friend,true_004545,1.903598439559054,1.130769226557835
zh_ja_003,true_friend,true_002536,5.467384280418107,2.1101854726400724
zh_ja_003,true_friend,true_003999,5.963439171647088,2.1101854726400724
